,nose,chest,rightShoulder,rightElbow,rightHand,leftShoulder,leftElbow,leftHand,hip,rightLeg,rightKnee,rightAnkle,leftLeg,leftKnee,leftAnkle,rightEye,leftEye,rightEar,leftEar,rightFoot,rightTip,rightHeel,leftFoot,leftTip,leftHeel
10,283.0749,284.39078,243.07536,225.58296,216.82394,325.65762,345.64273,339.38162,284.36957,258.107,220.29085,228.08348,308.14334,331.87524,0,271.8653,291.86972,256.85684,305.6757,0,0,0,224.35512,0,0
11,113.00331,156.79976,156.85165,194.37355,221.85571,155.59413,203.56113,185.5785,266.8875,265.6308,330.1299,417.1396,270.6094,343.1367,0,104.274,103.0562,111.79034,106.8024,0,0,0,345.62067,0,0
12,283.118,284.38928,243.0557,225.57552,216.86111,325.64285,345.63354,339.38562,285.60663,260.61603,220.29721,225.6057,311.86868,333.1316,0,273.0761,293.09134,256.8655,305.6683,0,0,0,224.348,0,0
13,113.01129,156.7972,158.0541,195.61563,220.57053,155.55653,202.83911,184.26697,266.8405,265.61526,331.84995,416.87598,268.09137,346.87195,0,104.29391,104.21748,111.80758,106.81515,0,0,0,345.6391,0,0
14,284.29163,284.3959,243.07527,225.60286,216.86026,325.666,345.64273,339.3747,284.401,258.1099,220.07256,224.33177,310.62488,334.38544,0,273.08374,293.1168,256.8909,305.68155,0,0,0,224.3714,0,0
15,113.00861,155.62123,158.06499,195.61453,220.5926,155.52303,202.5649,183.05331,266.83865,265.6091,331.11282,416.67897,268.0984,346.1273,0,104.28878,103.06004,111.78688,106.82015,0,0,0,346.88635,0,0
16,284.29602,284.3851,241.82594,225.55121,216.83862,325.67102,345.6312,340.6424,285.64175,260.61172,220.33612,223.09544,313.132,335.62762,0,273.10837,293.12445,258.09988,305.692,0,0,0,224.34932,0,0
17,113.03062,155.62817,159.31465,198.0947,224.31918,154.35165,204.33438,180.55957,265.63522,265.59125,331.35498,416.3939,266.85156,346.1378,0,104.30068,104.231834,111.783356,106.79507,0,0,0,346.88602,0,0
18,284.3544,284.35165,240.60109,225.56792,216.87392,325.58322,345.61694,340.64743,285.66687,261.84256,220.07574,224.33984,314.33356,334.38617,0,274.32285,294.33176,258.09842,306.8519,0,0,0,224.36455,0,0
19,113.03032,155.62619,160.54817,198.09222,224.32338,154.33223,201.80629,178.06075,265.61304,265.56573,331.84946,416.11627,265.6416,346.37982,0,104.28922,104.24416,110.52836,106.80771,0,0,0,348.1333,0,0
20,284.3697,284.3575,241.81741,225.55177,216.866,325.5982,344.43933,341.85815,285.66913,260.5886,220.08273,224.35243,314.36093,334.38312,0,274.3156,294.34067,258.1271,306.87137,0,0,0,224.34544,0,0
21,113.022064,155.62573,160.5464,199.32608,224.33633,154.32878,208.07082,178.05746,264.3612,264.32654,332.37115,416.0706,264.37436,345.61414,0,104.291245,104.22407,110.56489,106.777824,0,0,0,348.14612,0,0
22,284.3643,284.37466,240.60698,224.38496,218.09299,325.63666,344.43198,340.6525,285.6682,260.61322,220.0799,224.32658,314.3548,332.88235,319.36484,274.31552,294.35318,259.32944,306.9005,0,0,0,224.34,0,0
23,113.047676,156.79782,160.56499,199.34421,224.3359,154.34187,205.5945,176.8583,264.31595,263.11792,332.4107,417.2446,264.33194,345.39764,426.8844,104.28299,104.24703,110.56034,106.81614,0,0,0,348.1268,0,0
24,284.39243,284.34784,240.5778,224.32932,219.35771,325.6391,344.41614,341.8789,285.627,259.34695,220.32228,224.3563,313.1374,332.8809,313.12103,274.37476,294.36945,259.34543,308.11096,0,0,0,225.54874,0,0
25,112.99805,156.81467,160.58363,200.30367,223.0852,154.35872,205.53925,175.6047,264.34253,264.32672,332.6984,407.636,264.3551,345.39337,428.12485,104.271515,104.231155,110.5617,106.811134,0,0,0,349.3766,0,0
26,284.40695,284.3659,241.82037,225.54114,220.56267,325.6301,344.41473,340.6347,286.8516,263.07626,220.58054,226.84302,313.13754,331.8904,323.1281,274.39105,294.38474,259.36398,308.1337,0,0,0,225.57014,0,0
27,112.99986,156.84834,160.56734,198.0953,220.58853,155.55502,204.36679,178.07538,264.3496,264.33145,332.6313,418.3874,264.36368,345.38815,428.13312,104.27101,104.23115,111.767494,106.83417,0,0,0,349.3821,0,0
28,284.38168,284.35995,240.58032,224.34892,221.84029,325.65396,344.41873,341.8635,284.393,258.09268,220.05989,224.36096,309.378,331.6539,0,274.37296,294.36252,259.3498,308.1336,0,0,0,224.36804,0,0
29,112.997795,158.06671,161.78027,200.57051,218.08992,155.59473,204.33409,184.29451,264.38632,264.35928,332.8654,418.52076,265.58334,345.35986,0,104.27397,104.24099,110.54572,106.83938,0,0,0,349.37878,0,0
30,284.38644,284.32867,239.36017,224.37161,221.85574,325.6216,344.41266,341.88776,284.35965,256.87408,220.06596,225.60907,308.1348,331.1226,0,274.3722,294.37662,259.3505,308.1389,0,0,0,224.36548,0,0
31,113.005714,158.07227,161.78244,199.3134,216.86122,155.59117,204.32062,184.34119,265.64084,265.61343,333.37354,418.83312,266.86136,344.374,0,104.27735,104.23746,110.525024,106.84116,0,0,0,348.13306,0,0
32,284.4061,284.32675,238.11208,224.3137,224.33868,325.6348,344.42224,339.38055,284.30176,255.60512,225.60182,0,308.11563,331.1012,0,274.3788,294.3964,259.36765,308.1436,0,0,0,0,0,0
33,112.99895,160.5675,161.7965,203.0938,219.32037,158.06805,204.31694,186.82549,271.8397,270.59442,333.62338,0,271.87036,346.87845,0,104.28146,104.24368,110.542145,108.049355,0,0,0,0,0,0
34,284.39856,284.3411,238.10333,224.28996,225.5508,325.6564,344.3774,341.88696,284.327,255.61049,225.6099,0,309.37347,331.34726,0,274.37173,294.3899,259.37625,309.35187,0,0,0,0,0,0
35,111.77753,163.04512,161.81157,205.59026,219.32944,163.04088,204.3554,185.60822,274.33615,274.33267,333.61624,0,274.34167,345.62204,0,104.25744,104.221825,110.551605,108.05923,0,0,0,0,0,0
36,284.40677,284.33594,238.09706,216.86404,0,325.6821,344.42554,338.12326,283.12582,255.58286,225.61809,0,309.35626,331.12582,0,274.3755,294.39972,260.59503,309.36078,0,0,0,0,0,0
37,111.78433,163.05049,163.02429,206.83286,0,163.04279,204.37254,194.33176,276.86017,276.86176,332.63248,0,276.8706,346.88165,0,104.255905,104.21911,110.56599,108.07168,0,0,0,0,0,0
38,284.4055,284.3202,238.11377,221.82684,223.07114,325.6059,344.4104,336.92624,283.08102,254.35239,225.6297,0,308.1389,330.88593,0,274.37302,294.41675,260.59732,309.37778,0,0,0,0,0,0
39,111.78958,163.08739,163.03636,206.83116,216.8159,164.25185,204.29463,194.31801,276.8834,276.87274,332.4446,0,278.10406,344.40033,0,104.25389,104.22792,111.77972,110.519646,0,0,0,0,0,0
40,284.39282,284.34198,238.12149,214.37398,0,325.64984,345.5917,336.90353,283.125,255.56555,225.58023,0,308.1454,330.5833,0,274.36392,294.4036,260.58823,309.36685,0,0,0,0,0,0
41,111.77029,163.07025,163.05301,206.84506,0,163.05849,204.34404,196.85455,276.84372,275.62927,332.26902,0,276.8592,345.65683,0,104.2394,103.06431,111.77671,109.306,0,0,0,0,0,0
42,284.37814,284.33182,238.12343,213.09055,223.07323,325.6698,345.6005,336.9032,284.33368,255.59764,225.59966,0,309.37808,330.33254,0,274.35394,294.39105,260.59674,309.3676,0,0,0,0,0,0
43,111.76992,163.0455,163.0617,208.0786,215.60304,163.02573,204.36256,196.823,275.59497,274.38486,344.3933,0,275.6091,344.41064,0,104.23988,103.060905,111.78158,109.28416,0,0,0,0,0,0
44,284.3694,284.31656,239.34477,213.07492,223.0452,324.393,334.39572,336.917,283.12485,254.3792,225.5947,0,309.36844,330.34338,0,274.3408,294.38773,260.5819,309.36896,0,0,0,0,0,0
45,110.56366,161.83363,163.05414,209.35901,215.6285,160.54684,204.36256,185.61877,275.6001,274.3706,344.39868,0,275.6131,344.40805,0,104.23615,103.0439,111.77897,109.28082,0,0,0,0,0,0
46,284.3576,284.3566,239.36812,213.03052,221.83212,325.61438,334.35086,336.88016,283.0969,254.34042,225.585,0,309.36185,331.1454,0,274.33032,294.37314,259.3758,309.36224,0,0,0,0,0,0
47,110.54719,163.02158,163.04176,209.3615,214.31099,160.55408,204.86256,186.84286,275.58044,274.33365,344.38315,0,275.61456,344.41122,0,104.225105,103.028,111.775505,108.04549,0,0,0,0,0,0
48,284.33984,284.30817,239.33612,211.82573,221.83089,324.4018,334.3302,336.87604,281.86575,254.31538,225.58084,0,308.1213,331.4014,0,274.31113,294.36588,259.36618,309.36163,0,0,0,0,0,0
49,110.547966,163.04813,163.04176,208.10114,213.05226,160.56856,205.36256,188.09622,275.5956,274.3593,344.35858,0,275.6173,344.3691,0,104.223785,103.02809,111.78463,108.05681,0,0,0,0,0,0
50,284.33884,284.31064,239.34825,211.8085,219.35678,324.3909,334.32806,336.87732,281.8579,254.3108,225.59103,0,308.1164,332.39676,0,274.3059,294.3604,259.36703,309.35077,0,0,0,0,0,0
51,110.560196,163.06073,163.02931,206.868,206.81175,161.81345,205.86256,193.07094,275.62683,274.38214,345.60666,0,276.85687,345.62134,0,104.228905,103.02702,111.781746,108.02952,0,0,0,0,0,0
52,284.36252,284.34592,240.60802,210.58575,220.5907,325.6258,334.3912,336.87103,283.11966,254.35794,225.5917,0,309.38104,333.59756,0,274.3206,294.38443,259.36642,309.36053,0,0,0,0,0,0
53,111.76669,163.078,163.0197,206.82626,203.07745,163.05066,206.36256,199.31783,275.62796,275.5989,345.62305,0,276.85757,343.1373,0,104.24222,103.03579,111.784966,106.84002,0,0,0,0,0,0
54,284.3621,284.37103,241.83774,210.57544,220.59744,325.6272,334.4184,336.90503,284.3732,255.61089,225.5784,0,311.86032,333.6008,0,274.31863,294.37195,259.35526,308.14957,0,0,0,0,0,0
55,111.779655,163.07387,163.02371,205.62135,198.09682,163.04352,206.86256,201.84319,275.608,275.58667,344.38718,0,275.63528,343.11325,0,104.24302,103.04144,111.79016,106.83099,0,0,0,0,0,0
56,284.36154,285.57028,243.08499,209.31041,223.06253,326.88574,335.62616,336.8622,284.36948,255.62238,225.60742,0,310.63718,333.6128,0,274.32422,294.3675,259.35635,309.36276,0,0,0,0,0,0
57,110.53129,163.0867,163.0187,204.35808,195.62718,164.26978,207.36256,209.3521,275.59006,274.35294,344.416,0,275.63123,344.3517,0,104.22559,103.0073,111.77556,106.840164,0,0,0,0,0,0
58,284.3513,284.37326,240.6105,208.06563,223.0685,326.87473,335.60208,336.8764,285.57755,256.83807,225.58997,0,313.08932,333.61932,0,274.31677,294.364,259.3503,309.36447,0,0,0,0,0,0
59,110.54619,164.27895,163.085,204.29657,195.5541,164.26527,207.86256,208.06407,274.36343,274.33643,344.37955,0,275.5845,343.10318,0,104.226135,103.02021,111.767815,108.03405,0,0,0,0,0,0
60,284.34766,284.362,241.85043,206.87895,223.08653,325.66562,335.60855,336.88525,284.38562,255.6187,225.61798,0,311.85773,333.11917,0,274.3251,294.37152,259.33694,308.11008,0,0,0,0,0,0
61,111.79101,164.2583,163.05045,201.85432,193.06526,163.0834,208.36256,213.04865,274.34393,274.34055,344.37628,0,274.3403,344.65143,0,104.23884,103.05866,110.55419,108.04463,0,0,0,0,0,0
62,284.36255,285.5737,244.29771,206.88069,220.59982,326.8778,335.68347,336.87354,284.4024,255.6455,225.60258,0,310.63583,333.13596,0,274.3298,294.37082,259.34186,308.10013,0,0,0,0,0,0
63,110.5305,163.0445,161.79614,198.10756,188.10027,163.06302,208.86256,214.36244,271.8692,271.86423,344.37915,0,273.0844,344.64453,0,103.039276,102.99766,110.54924,108.02957,0,0,0,0,0,0
64,284.3543,285.58377,244.31485,206.83759,220.57817,326.8957,335.69183,336.8585,281.86847,254.3588,225.61633,0,306.89474,333.15912,0,274.32584,294.35553,259.35458,306.91177,0,0,0,0,0,0
65,109.299515,163.04066,160.5542,196.86421,185.62024,164.2661,209.36256,216.86949,273.11594,271.86722,344.40884,0,274.33252,344.6343,0,103.026825,101.790405,111.76544,106.84177,0,0,0,0,0,0
66,284.36124,285.62787,244.35307,206.82562,220.56342,328.11996,335.68912,335.6817,284.34436,255.61406,225.61264,0,309.38907,333.12955,0,274.32904,294.3618,259.35147,308.1002,0,0,0,0,0,0
67,109.30485,163.04639,160.5368,200.59673,184.32886,164.28949,209.86256,221.83195,271.84622,270.60883,344.37094,0,271.86475,344.61905,0,103.02386,101.7897,111.76079,106.837326,0,0,0,0,0,0
68,284.3372,285.58002,244.33731,202.8396,219.3454,326.9033,336.86276,336.87103,281.86087,254.35005,225.61613,0,308.1231,331.8809,0,274.3135,294.35187,259.33173,308.11597,0,0,0,0,0,0
69,110.524734,163.07733,160.57603,200.32509,183.05101,164.31058,210.36256,223.09288,271.85236,270.60712,344.37704,0,273.09018,344.57928,0,103.03258,101.80408,110.561874,108.03346,0,0,0,0,0,0
70,284.3328,285.5885,244.3063,196.83119,219.31966,328.1397,336.86002,335.67773,283.09833,255.56738,225.58571,0,308.122,333.13705,0,274.30682,294.3423,258.13223,308.1134,0,0,0,0,0,0
71,110.52919,163.07036,160.56535,193.06387,180.57913,164.31155,210.86256,225.54242,269.3422,266.88486,344.3723,0,270.6199,343.61157,0,103.032616,101.805016,110.56405,108.02633,0,0,0,0,0,0
72,284.3259,285.59094,244.3327,200.85828,218.07611,328.11182,336.8768,335.64496,283.1065,255.56305,225.61223,0,308.12396,330.6403,0,274.29367,294.33707,258.124,308.11398,0,0,0,0,0,0
73,110.527985,163.03859,160.54228,190.58725,179.33932,164.28333,210.86256,225.63171,268.1125,266.86856,344.37778,0,270.59384,343.60077,0,103.04097,101.79972,110.55797,106.83483,0,0,0,0,0,0
74,284.3203,285.63553,244.37851,204.07396,218.10039,328.1451,336.87936,335.65253,284.3048,255.58405,225.6186,0,308.1286,332.63284,0,274.28403,294.33197,258.11377,308.1171,0,0,0,0,0,0
75,110.52143,163.04105,159.3257,192.07132,179.31465,164.30185,211.36256,225.64581,266.88852,266.85196,344.3785,0,269.34598,343.5901,0,103.04914,101.800575,110.55485,106.84166,0,0,0,0,0,0
76,284.3218,286.84393,245.59573,209.3341,218.11201,329.3943,336.8707,335.65244,283.10083,255.58597,225.60292,0,306.89505,334.3744,0,273.1285,294.32452,258.10736,308.1173,0,0,0,0,0,0
77,109.31132,163.06165,159.30656,195.59004,178.07323,164.35164,211.83307,226.83832,269.35938,266.88293,344.36893,0,271.84802,341.87756,0,103.046326,101.79202,111.782326,106.82315,0,0,0,0,0,0
78,284.3216,286.87735,245.6054,210.59558,218.10695,330.61935,336.88107,335.6758,284.33365,256.83823,225.60887,0,306.90085,334.35135,0,274.2816,294.32642,258.11362,308.11243,0,0,0,0,0,0
79,109.299446,163.03368,158.07513,200.35329,178.06448,164.3416,212.36256,226.84238,270.6118,268.1079,344.38754,0,273.09937,341.88474,0,103.04517,101.79499,111.77427,106.81686,0,0,0,0,0,0
80,284.32608,285.66336,244.37277,211.84996,218.11752,330.63382,336.8735,335.68332,283.12265,255.62022,225.62888,0,306.87375,333.1251,0,274.28424,294.3285,258.1065,308.10196,0,0,0,0,0,0
81,109.31497,163.03746,158.06529,203.09874,179.30472,164.36435,212.86256,225.60199,269.3715,266.8774,345.65683,0,273.0806,341.87283,0,103.04938,101.80008,110.55208,106.810234,0,0,0,0,0,0
82,284.33575,285.67163,244.3727,213.07452,220.577,331.86176,336.92358,336.9084,283.1219,255.59048,223.33786,0,306.89767,334.38687,323.1281,274.29172,294.33435,258.10876,306.92163,0,0,0,0,0,0
83,110.52182,163.06194,158.07799,200.58795,181.8102,165.54185,210.36256,228.08614,270.62106,268.08984,343.3843,0,274.3184,342.38284,420.13312,103.057014,101.79848,110.54598,106.79065,0,0,0,0,0,0
84,284.3425,286.84225,244.35542,213.0555,220.566,331.8941,336.90378,336.86374,284.318,255.63016,221.8289,0,308.11148,333.11475,0,274.29395,294.33716,258.118,306.923,0,0,0,0,0,0
85,110.524254,163.04565,158.0735,196.87294,184.28845,165.51808,206.82265,225.58934,268.12115,266.83868,341.38565,0,271.85434,342.882,0,104.21755,101.79351,110.55269,106.78959,0,0,0,0,0,0
86,284.34915,288.1016,245.61375,214.29384,216.86546,331.87292,336.90207,335.67993,285.5724,258.0943,220.8226,0,311.85086,335.60596,0,274.29745,294.34567,258.1307,308.1202,0,0,0,0,0,0
87,109.31818,161.81473,156.83142,195.61636,184.3376,164.33714,205.54631,224.35089,268.11508,265.64594,340.3762,0,271.84283,342.6291,0,104.219315,101.791916,110.544235,106.78307,0,0,0,0,0,0
88,284.36633,290.63022,249.33333,215.63766,216.81892,331.86926,338.14194,336.91748,284.40173,258.11795,221.09421,0,309.36597,331.86017,0,274.316,294.35904,259.34225,308.15494,0,0,0,0,0,0
89,109.31767,161.80206,156.78784,195.52663,181.80063,164.34244,211.82588,228.08208,269.36734,266.84277,340.10403,0,273.10553,342.88168,0,104.22992,101.79623,110.55644,106.77637,0,0,0,0,0,0
90,284.3934,293.12234,254.39406,235.61366,225.57045,331.88544,338.15735,335.66977,285.61176,259.37024,221.82457,228.08409,311.86603,333.10995,0,274.33853,294.38452,259.34238,309.37125,0,0,0,224.31332,0,0
91,110.53092,159.32458,155.54803,198.06111,174.26096,164.30046,205.54771,219.35666,269.3536,265.6381,339.8656,418.1369,273.10495,343.3703,0,104.24598,102.993164,111.76292,106.79048,0,0,0,348.1325,0,0
92,284.4038,293.08356,254.35674,235.60167,225.62743,331.89145,341.8806,335.60947,284.3985,258.09146,222.83224,228.08498,310.60626,0,0,274.356,294.39697,259.35834,309.3708,0,0,0,0,0,0
93,110.537735,159.32098,155.53033,196.83215,174.29703,164.3127,208.54771,225.6294,269.37598,266.83542,339.08994,418.1175,274.31042,0,0,104.24486,103.00614,111.77066,106.79873,0,0,0,0,0,0
94,285.56052,291.86447,254.30435,235.6004,225.62903,331.87827,341.88577,335.61703,285.58368,259.3393,220.5887,235.60957,310.63367,0,0,274.37726,294.41168,259.35767,309.37018,0,0,0,0,0,246.84662
95,110.53082,160.54819,155.56221,198.06801,175.53726,164.32237,210.54771,228.0857,271.85242,266.87103,339.09576,418.12436,274.35184,0,0,104.241776,103.00819,111.77104,106.78476,0,0,0,0,0,344.40942
96,285.586,293.0942,254.33987,235.60988,225.58443,331.87897,343.0915,334.3727,284.38956,258.1076,220.54402,236.83876,309.35135,0,0,274.4043,295.56677,259.34616,309.36398,0,0,0,0,0,246.86157
97,110.53666,160.55098,155.54988,198.05327,175.61934,164.31834,211.54771,225.62369,270.6002,265.65424,340.12515,419.11737,274.33102,0,0,104.23881,103.020164,110.562065,106.774994,0,0,0,0,0,344.41327
98,285.60254,293.10397,254.312,235.62672,225.5426,331.88763,343.11935,335.59756,284.40704,258.11285,221.55327,236.85622,309.38196,0,0,274.41187,295.58203,259.35138,309.3646,0,0,0,0,0,246.85632
99,111.76447,160.54692,155.55026,191.82997,179.30159,164.30383,210.54771,224.33284,270.61017,266.84067,340.11646,418.88287,274.33115,0,0,104.255714,103.05224,110.56548,106.79835,0,0,0,0,0,344.40527
100,285.60806,293.06915,253.06102,235.60915,224.3168,331.88074,344.35446,335.65686,285.58444,258.12302,222.31021,235.61815,310.63278,0,0,275.553,295.58508,259.34485,309.36258,0,0,0,0,0,246.84157
101,110.566185,160.54115,155.57472,194.30017,184.28476,164.25093,209.54771,223.08269,269.36533,266.83688,340.3284,419.36267,273.1013,0,0,104.257195,103.0348,111.7815,106.79344,0,0,0,0,0,345.62265
102,285.60254,291.87244,250.60544,235.57968,223.10088,331.8807,344.3684,334.38733,284.3957,258.09705,223.34042,239.34622,309.3671,0,0,275.55283,295.5721,259.33197,308.15094,0,0,0,253.06848,0,248.11198
103,111.77806,160.55722,155.58704,195.58614,188.09734,164.26312,208.54771,215.60968,269.35553,265.63788,340.3385,419.38403,273.11313,0,0,104.26066,103.04788,111.78228,106.798164,0,0,0,345.61206,0,344.383
104,285.59686,291.8334,249.3528,234.38596,223.07268,331.86374,344.3371,335.6414,284.37393,256.86154,222.33305,238.10191,309.3623,331.86966,0,274.4103,295.56277,258.12878,308.14682,0,0,0,0,0,248.10548
105,111.766045,160.54321,155.6002,198.07248,194.31659,164.25223,206.81784,213.08803,268.12814,265.6189,340.3171,419.37888,273.09744,343.64368,0,104.26219,103.04816,111.78345,106.802605,0,0,0,0,0,344.39172
106,285.58057,288.1043,245.59503,231.84483,220.60255,331.8629,344.36737,335.6635,284.39948,256.88245,221.31436,245.58875,310.60983,334.3909,0,274.40488,294.41226,258.12515,308.11343,0,0,0,253.06445,0,251.84528
107,111.7771,160.57027,156.82219,195.5909,200.57123,163.0857,205.36157,205.62862,269.35925,265.648,340.312,419.885,273.11053,342.86295,0,104.25682,103.06034,111.7793,106.80973,0,0,0,345.62515,0,344.37567
108,285.55627,288.09177,245.60739,231.84671,221.82335,330.62292,344.37057,335.62952,284.39612,258.09702,220.07036,244.3364,310.60358,334.40582,0,274.38043,294.38742,258.1128,306.91318,0,0,0,251.83498,0,249.36905
109,111.780334,160.54959,156.81487,196.82387,201.81462,163.07375,205.10876,203.0482,268.10995,265.60114,340.33054,419.8909,273.08594,342.88373,0,104.27542,103.06035,111.786995,106.808205,0,0,0,345.64618,0,344.39713
110,284.41495,286.89032,245.56639,228.10953,219.35196,330.62885,344.4087,335.6654,284.38605,256.88397,220.811,245.58575,309.38773,335.6066,0,274.37885,294.37366,258.10495,306.87354,0,0,0,251.85622,0,253.08073
111,111.776794,159.32515,156.8345,194.28218,205.60608,163.03864,205.8878,198.09769,269.36243,265.64008,340.32108,419.87546,273.12195,342.89023,0,104.27471,103.05064,111.79112,106.792564,0,0,0,345.65463,0,344.3986
112,284.40442,285.67093,244.34753,226.88301,218.10747,330.6175,345.60178,335.6826,284.36142,256.87292,222.314,236.84488,308.14444,335.59357,0,274.37708,294.36603,258.09808,306.87247,0,0,0,0,0,248.08928
113,111.80212,159.33131,158.05435,195.62206,208.06819,161.82559,205.65115,195.56573,269.34323,265.63937,340.3298,419.6261,273.09253,342.62527,0,104.281815,104.2169,111.78272,106.80116,0,0,0,0,0,345.61136
114,284.4029,285.62085,244.30739,225.60815,216.8465,329.39325,345.61362,336.8762,284.34256,256.85986,221.07233,240.59294,308.1214,334.3997,0,274.37177,294.37283,258.09738,306.88156,0,0,0,251.82825,0,250.59209
115,111.80348,160.5446,158.08322,194.2925,215.56598,161.81282,205.58418,194.33585,269.36218,266.83658,340.34586,419.8744,273.11096,342.86334,0,104.28357,104.22174,111.79141,106.81253,0,0,0,345.65692,0,344.393
116,284.39444,285.59805,244.29002,225.54123,218.0814,329.36234,345.65155,336.88113,284.35193,258.0906,220.55727,236.82877,306.91147,333.10873,0,274.36957,294.3625,258.09586,306.8893,0,0,0,249.32945,0,246.8655
117,111.800446,160.56161,159.29301,195.5811,216.84708,161.81189,205.34121,194.274,266.8783,265.6054,340.34113,419.8714,270.61642,342.62695,0,104.28156,104.22182,111.79287,106.80845,0,0,0,346.8947,0,345.62308
118,284.39462,285.58093,244.29053,225.56766,216.86652,326.9075,345.69205,338.12088,284.40298,258.1166,220.07443,234.33223,309.3679,0,0,274.3702,294.35608,258.09512,306.88293,0,0,0,0,0,246.83554
119,111.80205,159.29558,158.08366,195.59915,221.81331,158.09097,205.29271,191.82704,268.08902,265.63504,340.12402,420.37256,270.6179,0,0,104.28235,104.22368,111.79064,106.80098,0,0,0,0,0,345.6449
120,284.38937,284.40442,243.07245,225.5419,216.88493,326.85956,346.86316,339.38208,284.3764,258.08258,219.08809,234.32903,309.3726,334.332,0,274.36536,294.34714,258.11807,306.8719,0,0,0,0,0,0
121,112.99948,158.0638,160.5406,199.30904,224.34015,156.79936,205.21183,186.80443,268.11044,266.84247,340.35764,420.12143,271.8394,343.1419,0,104.28909,104.23085,111.7995,106.77772,0,0,0,0,0,0
122,284.3735,284.3782,243.07106,225.57668,216.84921,325.62177,346.88754,339.37842,284.40378,259.34357,219.58005,234.35464,310.60764,334.3557,0,274.35342,294.33752,258.1078,306.87424,0,0,0,0,0,245.58603
123,113.012886,156.82117,159.30855,196.84453,223.09525,155.56224,205.1173,185.56145,266.88226,265.62207,340.32474,419.6372,270.60037,342.37747,0,104.300735,104.242805,111.795525,106.780495,0,0,0,0,0,346.8792
124,284.36078,284.37564,243.06956,225.53679,216.8495,325.60345,346.90036,339.3886,285.60526,259.36417,219.07635,235.5935,311.86926,334.3877,0,274.34406,294.3273,258.12515,306.8577,0,0,0,0,0,0
125,113.0103,156.81357,159.30838,198.06924,225.56358,155.53938,204.83206,184.29301,265.64993,265.5832,340.38086,419.3799,268.11172,342.63202,0,104.2973,104.24999,111.80306,106.78068,0,0,0,0,0,0
126,284.34592,284.374,241.85202,224.38127,216.82507,325.61627,346.88416,339.39838,285.64374,261.8508,219.57303,235.5799,311.8843,334.353,0,274.32706,294.31207,258.11,306.85446,0,0,0,0,0,245.61256
127,113.01566,156.80113,159.3203,199.34706,224.377,155.52156,204.91183,183.04439,265.5968,264.331,340.1039,418.88043,266.85526,342.62842,0,104.29488,104.2481,111.81243,106.791824,0,0,0,0,0,346.90536
128,284.34778,284.35928,241.81966,224.37045,216.84683,325.61575,346.90533,339.4014,286.84348,261.8657,219.32455,234.3461,313.12857,334.37558,0,274.3342,294.31387,258.11667,305.68973,0,0,0,0,0,0
